Created date,Case Type,Subtype,Reason,Customer reply count,Source,Ticket ID,Agent name,Subject
2020-09-02 11:09:53 AM,Account / Billing,Affirm,Failed Order,2,email,9599,L. R.,Purchase using affirm
2020-09-02 11:11:54 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9600,A. S. ,My order
2020-09-02 11:12:24 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9601,B. C.,Conversation with User
2020-09-02 11:12:38 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,9602,N. D.,Thank you for contacting Tempo!
2020-09-02 11:16:08 AM,Shipping / Delivery,Change Request,Address Change,3,email,9603,A. W. ,Order status and address change
2020-09-02 11:22:12 AM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,0,chat,9604,L. R.,Conversation with User
2020-09-02 11:23:19 AM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,0,email,9605,L. R.,Receipt #1895-8479
2020-09-02 11:37:19 AM,Technical Issues,Network,WiFi Antenna,3,email,9606,L. R.,Receipt #1265-8309
2020-09-02 11:39:57 AM,Sales,Delivery Info,Delivery Expectations,0,chat,9607,J. M.,Delivery time
2020-09-02 11:40:39 AM,Account / Billing,Promotions / Discounts,First Responder,0,email,9608,L. R.,Healthcare Worker Discount
2020-09-02 11:41:33 AM,Partnership / Marketing,Opportunities,Retail Interest,0,email,9609,L. R.,Tempo NYC Store at 56 Bleecker Street in NoHo's Fitness Hub
2020-09-02 11:42:20 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,9610,B. C.,Conversation with User
2020-09-02 11:47:35 AM,Shipping / Delivery,Change Request,Color Change,0,chat,9611,D. M.,Color Change
2020-09-02 11:54:34 AM,Fitness / Content,Class Requests,Beginners,0,chat,9612,J. M.,Beginner Classes
2020-09-02 11:57:08 AM,Partnership / Marketing,Opportunities,Partnerships,0,email,9613,B. C.,Re: Re: Info issue treadmilles 623t (Action Requested)
2020-09-02 12:03:15 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9614,J. M.,Delivery Timeline
2020-09-02 12:11:11 PM,Shipping / Delivery,Shipping Details,Delivery Window,4,email,9615,B. C.,Re: Tempo - What to expect next with your order
2020-09-02 12:22:46 PM,Sales,Promotions / Discounts,Active Promotions,2,email,9616,N. D.,Michael Greenberg promo code 100 dollars off = Jon
2020-09-02 12:27:25 PM,Fitness / Content,Class Requests,Additional Weights,0,chat,9617,J. M.,Additional Weights
2020-09-02 12:34:06 PM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,0,email,9618,L. R.,Re: Tempo - Order Status
2020-09-02 12:39:48 PM,Shipping / Delivery,Delivery Issues,Other Delivery Issue,3,phone,9619,A. S. ,Aging Delivery
2020-09-02 12:43:27 PM,General Inquiry,Support,Phone Availability,0,chat,9620,J. M.,Hello
2020-09-02 12:46:16 PM,Technical Issues,Network,Buffering,0,phone,9621,J. M.,Buffering Issues
2020-09-02 12:46:32 PM,General Inquiry,Install / Setup,Installation Process,0,chat,9622,N. D.,Thank you for contacting Tempo!
2020-09-02 1:01:41 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9623,A. S. ,
2020-09-02 1:03:14 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9624,M. V.,Tempo Support
2020-09-02 1:04:22 PM,Shipping / Delivery,Delivery Issues,WGS Fail,2,chat,9625,M. V.,Conversation with User
2020-09-02 1:04:26 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9626,M. V.,Tempo Support
2020-09-02 1:04:43 PM,Sales,Delivery Info,Delivery Expectations,0,chat,9627,A. W. ,Conversation with User
2020-09-02 1:05:09 PM,Fitness / Content,Live Classes,Availability,0,chat,9628,A. S. ,Conversation with User
2020-09-02 1:19:27 PM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,9629,A. S. ,Conversation with User
2020-09-02 1:19:34 PM,Sales,Purchasing Info,Affirm Financing,0,chat,9630,A. S. ,Conversation with User
2020-09-02 1:40:05 PM,Account / Billing,Promotions / Discounts,Retroactive,2,chat,9631,D. W.,Postcard Discount
2020-09-02 1:40:39 PM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,9632,N. D.,Thank you for contacting Tempo!
2020-09-02 1:41:21 PM,Account / Billing,Account,Subscription Not Active,0,chat,9633,M. V.,Tempo Support
2020-09-02 1:54:32 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9634,B. C.,Re: Your receipt from Tempo
2020-09-02 1:56:19 PM,Technical Issues,Network,Buffering,0,chat,9635,J. M.,Buffering Issues
2020-09-02 2:03:38 PM,General Inquiry,Product Specs,Network Requirements,0,chat,9636,M. V.,Tempo Support
2020-09-02 2:03:48 PM,Sales,Promotions / Discounts,Active Promotions,1,email,9637,L. R.,Re: Your receipt from Tempo
2020-09-02 2:08:21 PM,Sales,Promotions / Discounts,Active Promotions,0,email,9638,M. V.,Discount
2020-09-02 2:14:09 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9639,M. V.,Status or order 2eb89581
2020-09-02 2:15:43 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9640,M. V.,Re: Your receipt from Tempo
2020-09-02 2:23:45 PM,Account / Billing,Promotions / Discounts,Active Promotions,0,chat,9641,A. S. ,Conversation with User
2020-09-02 2:26:02 PM,Fitness / Content,Class Requests,Other Classes,0,chat,9642,A. W. ,Thank you for reaching out!
2020-09-02 2:33:29 PM,Account / Billing,Affirm,Affirm Inquiry,0,email,9643,L. R.,Affirm Loan Inquiry - Response Requested
2020-09-02 2:34:26 PM,General Inquiry,Accessories,Weights,0,chat,9644,N. D.,Thank you for contacting Tempo!
2020-09-02 2:35:04 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9645,A. W. ,Thank you for reaching out!
2020-09-02 2:37:26 PM,Shipping / Delivery,Delivery Issues,WGS Fail,0,chat,9646,J. M.,Failed White Glove
2020-09-02 3:04:37 PM,Cancellations / Returns,Return Request,Return Requested: Changes to Living Situation,0,email,9648,N. D.,Re: Your shipment is delayed ?
2020-09-02 3:16:32 PM,Fitness / Content,Live Classes,Availability,0,chat,9649,A. W. ,Thank you for reaching out!
2020-09-02 3:17:41 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9650,A. S. ,Order Status
2020-09-02 3:18:15 PM,Sales,Purchasing Info,Payment Timing,0,chat,9651,B. C.,Conversation with User
2020-09-02 3:19:53 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9652,B. C.,Conversation with User
2020-09-02 3:23:32 PM,General Inquiry,Product Specs,General Specs,0,chat,9653,A. W. ,Thank you for reaching out!
2020-09-02 3:24:29 PM,Partnership / Marketing,Opportunities,Partnerships,0,chat,9654,A. S. ,Conversation with User
2020-09-02 3:24:39 PM,Partnership / Marketing,Opportunities,Partnerships,0,email,9655,A. S. ,VIRTUAL Corporate Lifestyle Expos - Interact with New Clients in Real Time
2020-09-02 3:24:53 PM,Fitness / Content,Class Requests,Other Classes,0,chat,9656,B. C.,Conversation with User
2020-09-02 3:25:52 PM,Technical Issues,Heart Rate Monitor,Apple Watch,0,chat,9657,A. W. ,Conversation with User
2020-09-02 3:41:42 PM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,9658,M. V.,Re: Tempo - What to expect next with your order
2020-09-02 3:42:30 PM,Sales,Hot Lead,Undecided,0,chat,9659,M. V.,Tempo Support
2020-09-02 3:56:11 PM,Account / Billing,Contact Update,Billing Address Change,1,email,9660,L. R.,Hello
2020-09-02 4:15:20 PM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,9661,M. V.,Receipt #1015-0711
2020-09-02 4:22:46 PM,Technical Issues,Network,Failed to Log In,0,phone,9662,J. M.,Slow to start up Tempo
2020-09-02 4:26:10 PM,Partnership / Marketing,Mailing Lists,Marketing Emails,0,email,9663,D. M.,Testing Shopify Integration
2020-09-02 4:38:16 PM,Technical Issues,Network,Failed to Log In,6,email,9664,J. M.,Re: Slow to start up Tempo
2020-09-02 4:39:15 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9665,M. V.,Tempo Support
2020-09-02 4:43:46 PM,Technical Issues,Network,Failed to Log In,0,chat,9666,B. C.,Tempo Follow Up
2020-09-02 4:53:50 PM,Account / Billing,Promotions / Discounts,Military,2,email,9668,A. S. ,Military discount
2020-09-02 4:54:22 PM,Sales,Promotions / Discounts,Military,0,chat,9669,N. D.,Conversation with User
2020-09-02 5:03:21 PM,Sales,Promotions / Discounts,First Responder,0,chat,9670,A. W. ,Thanks for reaching out!
2020-09-02 5:15:20 PM,General Inquiry,Install / Setup,Moving Tempo,0,chat,9671,N. D.,Thank you for contacting Tempo!
2020-09-02 5:55:05 PM,Technical Issues,Screen,Streaking,0,email,9672,B. C.,Re: Get started with your Tempo today
2020-09-02 5:55:29 PM,General Inquiry,Support,Hours of Availability,0,email,9673,T. H.,Accepted staff account
2020-09-02 5:56:03 PM,Partnership / Marketing,Opportunities,Partnerships,0,email,9674,N. D.,Still considering ShopandShout?...
2020-09-02 6:23:25 PM,Shipping / Delivery,Delivery Issues,Late Delivery,0,email,9675,N. D.,Re: Your ‪Tempo‬ receipt [#1938-4172]
2020-09-02 6:34:49 PM,Account / Billing,Order Details,Billing Issues,0,chat,9676,N. D.,Thank you for contacting Tempo!
2020-09-02 6:43:04 PM,Partnership / Marketing,Opportunities,Partnerships,0,chat,9677,N. D.,Conversation with User
2020-09-02 6:45:34 PM,Technical Issues,Screen,Flickering,2,email,9678,B. C.,Functionality Concerns
2020-09-02 7:01:26 PM,Shipping / Delivery,Delivery Issues,Late Delivery,1,phone,9679,A. W. ,Thank you for reaching out!
2020-09-02 7:23:36 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9680,N. D.,Re: Tempo - Order Status
2020-09-02 7:39:14 PM,Shipping / Delivery,Delivery Issues,Late Delivery,0,chat,9681,N. D.,Thank you for contacting Tempo
2020-09-02 7:54:45 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9682,N. D.,Order status
2020-09-02 8:40:10 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9683,M. V.,
2020-09-02 8:48:40 PM,Sales,Promotions / Discounts,First Responder,2,email,9684,L. R.,Discount for Healthcare providers
2020-09-02 9:03:54 PM,Account / Billing,Membership,Membership Inquiry,0,email,9685,M. V.,Tempo
2020-09-02 9:33:21 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9686,A. W. ,Re: When is the delivery date for my order?
2020-09-02 9:51:41 PM,Technical Issues,Network,JavaScript Error,0,chat,9687,B. C.,Conversation with User
2020-09-02 10:53:25 PM,Shipping / Delivery,Order Details,Color Confirmation,0,email,9688,N. D.,Order c351cfcb
2020-09-03 4:36:09 AM,Cancellations / Returns,Cancel Request,Canceled: Refused to State,0,email,9689,L. R.,Re: Tempo - What to expect next with your order
2020-09-03 5:25:38 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9690,A. W. ,How much longer ...
2020-09-03 5:52:30 AM,Partnership / Marketing,Opportunities,Partnerships,0,email,9691,N. D.,tempo.fit - Tired Spending on AdWords? Here is Something for You
2020-09-03 7:09:09 AM,Shipping / Delivery,Shipping Details,Delivery Window,1,email,9692,A. S. ,Order status
2020-09-03 7:21:23 AM,Account / Billing,Promotions / Discounts,First Responder,1,email,9693,L. R.,Discounts
2020-09-03 7:59:47 AM,Partnership / Marketing,Opportunities,Partnerships,0,email,9696,N. D.,Influencer Marketing. Why Americanoize?
2020-09-03 8:29:28 AM,Sales,Purchasing Info,Pricing,0,email,9697,B. C.,Mirror Quote
2020-09-03 8:35:57 AM,Account / Billing,Affirm,Affirm Inquiry,0,chat,9698,A. S. ,Conversation with User
2020-09-03 8:38:39 AM,Shipping / Delivery,Shipping Details,Delivery Window,1,chat,9699,N. D.,Thank you for contacting Tempo!
2020-09-03 8:40:56 AM,General Inquiry,Install / Setup,White Glove Service,0,chat,9700,A. W. ,Conversation with User
2020-09-03 8:41:37 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,chat,9701,N. D.,Conversation with User
2020-09-03 8:54:29 AM,Sales,Promotions / Discounts,Active Promotions,0,chat,9702,N. D.,Conversation with User
2020-09-03 8:56:43 AM,Sales,Purchasing Info,Pricing,0,chat,9704,N. D.,Conversation with User
2020-09-03 8:58:21 AM,General Inquiry,Product Specs,Screen Specs,0,chat,9705,N. D.,Conversation with User
2020-09-03 8:58:57 AM,Sales,Delivery Info,International Delivery,0,chat,9706,N. D.,Conversation with User
2020-09-03 8:59:57 AM,Technical Issues,Heart Rate Monitor,Apple Watch,0,chat,9708,A. W. ,Thank you for reaching out!
2020-09-03 9:00:47 AM,Technical Issues,Heart Rate Monitor,Apple Watch,0,chat,9709,A. W. ,Thanks for reaching out!
2020-09-03 9:01:22 AM,Account / Billing,Membership,Membership Inquiry,0,chat,9710,N. D.,Conversation with User
2020-09-03 9:01:22 AM,Account / Billing,Membership,Membership Inquiry,0,chat,9711,M. V.,Tempo Support
2020-09-03 9:02:10 AM,General Inquiry,Accessories,Weights,0,chat,9712,D. W.,Add Weights
2020-09-03 9:02:26 AM,General Inquiry,Product Specs,General Specs,0,chat,9713,M. V.,Tempo Support
2020-09-03 9:04:27 AM,Fitness / Content,Class Requests,Other Classes,0,chat,9714,N. D.,Conversation with User
2020-09-03 9:04:29 AM,General Inquiry,Product Specs,General Specs,0,chat,9715,D. W.,Power
2020-09-03 9:04:50 AM,Sales,Demos,Prospective Demo,0,chat,9716,A. W. ,Thank you for reaching out!
2020-09-03 9:05:17 AM,Sales,Delivery Info,Delivery Expectations,0,chat,9717,D. W.,Delivery ETA
2020-09-03 9:05:38 AM,Sales,Delivery Info,International Delivery,0,chat,9718,D. W.,INTL Ship
2020-09-03 9:05:53 AM,Sales,Delivery Info,Delivery Expectations,0,chat,9719,A. W. ,Thank you for reaching out!
2020-09-03 9:05:54 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9720,M. V.,Tempo Support
2020-09-03 9:07:12 AM,General Inquiry,Location,International,0,chat,9721,M. V.,Tempo Support
2020-09-03 9:23:59 AM,Account / Billing,Order Details,Billing Issues,3,email,9722,B. C.,No order confirmation
2020-09-03 9:32:10 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9723,M. V.,Tempo Support
2020-09-03 9:32:16 AM,Shipping / Delivery,Shipping Details,Delivery Overview,0,email,9724,A. W. ,Re: Your receipt from Tempo
2020-09-03 9:36:00 AM,Technical Issues,Camera,Failed to Connect 3D Sensor,29,email,9725,J. M.,Error starting
2020-09-03 9:36:09 AM,Account / Billing,Account,Account Creation,1,email,9726,A. W. ,New tempo order delivered. Issue logging in
2020-09-03 9:38:09 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9727,A. S. ,Tempo order
2020-09-03 9:41:17 AM,Technical Issues,Sound,Bluetooth Headphone,0,chat,9728,M. V.,Bluetooth Issues
2020-09-03 9:42:23 AM,Account / Billing,Affirm,Failed Order,0,email,9729,L. R.,Need help
2020-09-03 9:48:20 AM,Shipping / Delivery,Delivery Issues,Other Delivery Issue,1,phone,9730,A. S. ,Order status
2020-09-03 10:06:28 AM,Account / Billing,Membership,Membership Fees,0,chat,9731,D. W.,Pricing
2020-09-03 10:18:48 AM,General Inquiry,Product Specs,General Specs,0,chat,9732,A. W. ,Thank you for reaching out!
2020-09-03 10:18:56 AM,Shipping / Delivery,Delivery Issues,Late Delivery,5,email,9733,A. W. ,Kevin mccorristons lost order
2020-09-03 10:19:55 AM,Shipping / Delivery,Delivery Issues,Missed Delivery,3,email,9734,B. C.,Re: Your receipt from Tempo (PLEASE HELP ASAP!!)
2020-09-03 10:26:09 AM,Account / Billing,Membership,Membership Inquiry,0,chat,9735,D. W.,Membership
2020-09-03 10:27:10 AM,Shipping / Delivery,Delivery Issues,WGS Fail,0,chat,9736,M. V.,Tempo Support
2020-09-03 10:32:27 AM,Sales,Hot Lead,Undecided,0,chat,9737,M. V.,Tempo Support
2020-09-03 10:33:02 AM,Shipping / Delivery,Shipping Details,Delivery Window,2,email,9738,D. W.,Re: Tempo - What to expect next with your order
2020-09-03 10:35:13 AM,General Inquiry,Product Specs,Screen Specs,1,email,9739,D. W.,Product Questions
2020-09-03 10:36:34 AM,Shipping / Delivery,Delivery Issues,Other Delivery Issue,1,phone,9740,A. S. ,Order Status
2020-09-03 10:41:36 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9741,D. W.,Order
2020-09-03 10:47:16 AM,Sales,Purchasing Info,Payment Timing,0,chat,9742,A. W. ,Thanks for reaching out!
2020-09-03 10:59:35 AM,Cancellations / Returns,Return Request,Swap Requested: Color,0,email,9744,B. C.,Conversation with User
2020-09-03 11:07:48 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9745,M. V.,Tempo Support
2020-09-03 11:13:15 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9747,M. V.,Tempo Support
2020-09-03 11:15:44 AM,Shipping / Delivery,Delivery Issues,Late Delivery,1,chat,9748,N. D.,Thank you for contacting Tempo
2020-09-03 11:17:33 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9749,M. V.,Tempo Support
2020-09-03 11:18:05 AM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9750,M. V.,Tempo Support
2020-09-03 11:31:23 AM,Account / Billing,Membership,Membership Inquiry,0,chat,9751,D. W.,Membership
2020-09-03 11:35:54 AM,Sales,Promotions / Discounts,Military,0,chat,9752,D. W.,Military Discount
2020-09-03 11:43:27 AM,Partnership / Marketing,Mailing Lists,Marketing Emails,0,email,9753,B. C.,Thanks for your email!
2020-09-03 11:56:05 AM,General Inquiry,Location,International,0,chat,9754,A. W. ,Thank you for reaching out!
2020-09-03 12:07:33 PM,Fitness / Content,Class Requests,Additional Weights,0,chat,9755,M. V.,Conversation with User
2020-09-03 12:08:22 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9756,D. W.,Receipt #1314-2522
2020-09-03 12:08:37 PM,Account / Billing,Account,Account Creation,0,chat,9757,B. C.,Conversation with User
2020-09-03 12:09:44 PM,Sales,Promotions / Discounts,Active Promotions,0,chat,9758,D. W.,Promo
2020-09-03 12:11:09 PM,General Inquiry,Accessories,Weights,0,chat,9759,D. W.,Weights
2020-09-03 12:19:19 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9760,D. W.,Delivery window
2020-09-03 12:22:20 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9761,D. W.,Order #632f7983
2020-09-03 12:30:31 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9762,N. D.,Thank you for contacting Tempo
2020-09-03 12:32:27 PM,Sales,Hot Lead,Undecided,0,chat,9763,M. V.,Tempo Support
2020-09-03 12:33:58 PM,General Inquiry,Accessories,Weights,0,chat,9764,J. M.,Dumbell
2020-09-03 12:39:30 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,email,9765,D. W.,Re: Tempo Fit- Wait and Communication
2020-09-03 12:46:56 PM,Fitness / Content,Live Classes,Availability,0,chat,9766,A. W. ,Thank you for reaching out!
2020-09-03 12:47:21 PM,Sales,Purchasing Info,Pricing,0,chat,9767,M. V.,Tempo Support
2020-09-03 12:52:25 PM,Cancellations / Returns,Cancel Request,Canceled: Taking Too Long,2,email,9768,L. R.,I still have not heard from you
2020-09-03 12:52:29 PM,Sales,Purchasing Info,Membership Requirements,0,chat,9769,M. V.,Tempo Support
2020-09-03 1:05:59 PM,Cancellations / Returns,Cancel Request,Canceled: Changes to Living Situation,2,email,9771,L. R.,Cyndie Antoine
2020-09-03 1:06:51 PM,Shipping / Delivery,Shipping Details,Delivery Window,0,chat,9772,M. V.,Tempo Support
2020-09-03 1:07:04 PM,General Inquiry,Product Specs,Screen Specs,0,chat,9773,M. V.,Tempo Support
2020-09-03 1:07:22 PM,Cancellations / Returns,Cancel Request,Cancellation Policy,0,chat,9774,M. V.,Tempo Support
2020-09-03 1:20:29 PM,Sales,Purchasing Info,Pricing,0,chat,9775,D. W.,Pricing
